MusteriKodu;MusteriBolge1;MusteriBolge2;MusteriBolge3;MusteriBolge4;SatisKanali;lisansNo;SatisHacmi;DiageoSatisHacmi;RutAdi;RutgrupKod;SatisTemsilcisi;StTakipKod;SatisSefi;SonGuncellenmeZamani;DDegeri;RDegeri;HDegeri;BiletEtkinlik;OrtalamaHarcamaTutari;KuverSayisi;IsbirligiDuzeyi;HerseyDahil;KisMevsimi;OtelTipi;YatakSayisi;YillikMisafir;MusteriUnvan;MusteriTabelaAdi;MusteriCesidi;Adres;lat;lng;MusteriProfili;MapProfileScore;MapPopulationScore;Mapin Segment;not;username;Url detay; url
1000028455;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010218Aİ;S3;D4;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;ÖZHA GIDA VE TURZ. TİC.LTD.ŞTİ.;ADANA ÖZASMALI KEBAP;Kebap;BOSTANCI MH BAĞDAT CD NO 535-A1;40,9536517;29,0949226;AB;67,9002;91,1908;R1-C;;ozasmaaltikebap;var;https://maps.google.com/?cid=5495607863832802672
434406;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34286103Aİ;S1;D1;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D2;R0;H0;Etkinlik Yok;0-499 TL;0-99;Yüksek;;;;;;ALTAN KAFE ORG.SAĞLIK VE TİC.LTD.ŞTİ.;TARANTULA;Modern Pub & Bistro;CAFERAĞA MAH. GÜNEŞLİBAHÇE SK. NO:50/1 KADIKÖY;40,9886954;29,0237761;C;67,7134;78,758;D2-C;;tarantulapub;var;https://maps.google.com/?cid=9264718609936391069
433215;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34282524Aİ;S3;D2;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D2;;;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;PESCA GIDA SAYİİ VE TİC.LTD.ŞTİ (YERFISTIĞI);YER FISTIĞI ;Modern Pub & Bistro;BAĞDAT  Cad. Kadıköy / İSTANBUL ;40,9643135;29,0656064;AB;67,7095;78,0887;D2-C;;caddebostan.yerfistigi;var;https://maps.google.com/?cid=15067575808171015490
854573;Telesales Kanal Md.;Telesales OnTrade;İstanbul Anadolu;KADIKÖY;MODERN;34285893Aİ;S3;D3;Presell Asya Kayıkçı Telesell OnTrade Bölgesi;2825;Asya Kayıkçı Telesell OnTrade;8250;Telesell Şef;;D4;R0;H0;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;TRUVA CAFE PUB-MEHTAP ÖZDEMİR;BELFAST 2;Modern Pub & Bistro;CAFERAĞA MH. MODA CD. NO:68/A / 15 KADIKOY ISTANBUL;40,98654890;29,02565950;AB;67,5678;52,389;D4-C;;belfastirishpubistanbul;var;https://maps.app.goo.gl/vqTJsXhGTXnHVER68
433252;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34284872Aİ;S3;D2;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;500-999 TL;200-399;Orta;;;;;;EDA KEBAP SALONU;EDA KEBAP;Kebap;KAYASULTAN Sk. 73 Kadıköy / İSTANBUL;40,9681596;29,0953866;AB;67,5448;65,0198;R3-C;INSTAGRAM BULUNAMADI;;var;https://maps.google.com/?cid=2138325331697250490
1000018936;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439002921Aİ;S3;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R3;;Etkinlik Yok;500-999 TL;0-99;Orta;;;;;;MUHABBET TURİZM VE RESTORAN İŞLM.SAN.VE TİC.LTD.ŞTİ;MUHABBET ET;Kebap;ATATÜRK MH.ATAPARK CD.NO:3KA/17/TRENDİST ATAŞEHİR ;40,9899651;29,14041;C;67,4439;65,4534;R3-C;;muhabbetettrendist;var;https://maps.google.com/?cid=13737051132496733535
965941;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34284596Aİ;S4;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;500-999 TL;100-199;Yüksek;;;;;;BABEL KAFE REST.GIDA TURZ.TİC.LTD.ŞTİ.;SIN NIGHT BY FİL;Modern Pub & Bistro;CAFERAĞA MH NEŞET ÖMER SK NO 15/1 KADIKOY ISTANBUL;40,9701299;29,0664112;AB;67,4396;63,1534;D3-C;INSTAGRAM BULUNAMADI;;var;https://maps.google.com/?cid=1158189347676953217
836597;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285311Aİ;S3;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R2;;Etkinlik Yok;500-999 TL;0-99;Yüksek;;;;;;4A AİLE REST. GIDA SAN.VE TİC.LTD.ŞTİ.;AYVALIK FENERYOLU BALIKÇISI;Balık;FENERBAHÇE MH. BAĞDAT CD. DURAK AP. 142/A KADIKOY ISTANBUL;40,9773315;29,0472949;AB;67,3694;77,9917;R2-C;;ayvalikfeneryolubalikcisi;var;https://maps.google.com/?cid=10436620294282966451
1000021983;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜMRANİYE;TRADITIONAL;3433006743Aİ;S3;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;400+;Orta;;;;;;ŞERİFALİ KONAK GIDA TUR. İNŞ. SAN. LMTD.MŞTİ.;MASAL SAHNE ATAŞEHİR ;Kebap;TATLISU MAH. ŞENOL GÜNEŞ BULVARI NO:2C/C   ;40,9978085;29,1316974;AB;67,3628;91,3508;R1-C;;byaksuetkebap;var;https://maps.google.com/?cid=6781696494527906565
708160;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428009922Aİ;S5;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;AKBEY BİLGİSAYAR İLETİŞİM GIDA SANAYİİ TİC.LTD.ŞTİ PASTAVİCİO PUB;VALHALLA ;Modern Pub & Bistro;Caferağa mahallesi sakızgülü sokak no:16-18B ;40,98752250;29,02687420;AB;67,3483;65,3144;D3-C;;gurkansef;var;https://maps.app.goo.gl/pvLm3nyTj1DsBawS9
924716;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288458Aİ;S3;D2;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Yüksek;;;;;;SAFİR CAFE BAR İŞL.VE TURZ.SAN.LTD ŞTİ;DELA SERNA;Modern Pub & Bistro;OSMANAĞA MAH OSMANCIK SOK NO 9/B KADIKOY ISTANBUL;40,9900059;29,027728;AB;67,3264;64,3043;D3-C;;;var;https://maps.google.com/?cid=5484012409152923048
811235;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285401Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R2;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;ASIRLIK BALIK RESTAURANT;ASIRLIK BALIK;Balık;CAFERAĞA MAH. GÜNEŞLİBAHÇE SOK. NO.34 KADIKOY ISTANBUL;40,9893643;29,0242514;AB;67,3115;77,8728;R2-C;;asirlikbalik34;var;https://maps.google.com/?cid=1586757907333588398
714522;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289166Aİ;S3;D2;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;1.000 -1.999 TL;100-199;Yüksek;;;;;;ETİLER MARMARİS GIDA LTD.ŞTİ.;HANGAR;Modern Pub & Bistro;BOSTANCI MAH. ESİNTİ SOK. NO:2/A KADIKÖY / İSTANBL;40,9533574;29,0950219;AB;67,3017;65,4089;D3-C;;hangar.bostanci;var;https://www.google.com/maps/place/Hangar+Bostanc%C4%B1/@40.9533614,29.0924416,17z/data=!3m1!4b1!4m6!3m5!1s0x14cac70193c73c03:0xbf91110d5a9cd2fe!8m2!3d40.9533574!4d29.0950219!16s%2Fg%2F11pzx7lk53?entry=ttu
959774;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010264Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R2;H0;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;KADIKÖY BALIK LOKANTASI İŞLTMELERİ LTD ŞTİ;KAYIP LİMAN BALIKÇISI ;Balık;OSMANAĞA MAH YASA CAD NO 27/2 KADIKOY ISTANBUL;40,99087589;29,02440946;AB;67,2816;75,8618;R2-C;;kadikoy_balikcisi_hayati;var;https://maps.app.goo.gl/tun9CgbPwg3xLoRt8
434194;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285050Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R2;H0;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;LİVANE RESTAURANT TANER YAVUZASLAN;LİVANE RESTAURANT ;Geleneksel Meyhane;OSMANAĞA MH.OSMANCIK SK.NO:11 KADIKÖY/İSTANBUL;40,9900709;29,0277517;AB;67,1495;76,9542;R2-C;;livanecagkebap;var;https://maps.google.com/?cid=623929097533463506
958558;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜSKÜDAR;TRADITIONAL;34336154Aİ;S3;D4;Presell On İst.Tra Boğaz-Şile Bölge;2821;Bahadır Kaya;8233;Erkan Çoban;;;R3;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;MELET LEZZET DİYARIM GIDA SAN VE TİC LTD ŞTİ;LEZZET DİYARI;Kebap;ESENKENT MH.BARAJ YOLU CD.NO:32-A ÜMRANIYE ISTANBUL;41,00717700;29,17847862;AB;67,1188;64,7195;R3-C;INSTAGRAM BULUNAMADI;;var;https://maps.app.goo.gl/jkfCPVFhJPoebcef9
700408;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010304Aİ;S3;D4;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;;R3;;Etkinlik Yok;1.000 -1.999 TL;0-99;Yüksek;;;;;;BARMA GIDA TURİZM SAN. VE TİC.LTD.ŞTİ ;HANİ Bİ MEYHANE;Geleneksel Meyhane;Caddebostan mah. Bağdat cad. Beyaz akasya sok. No:2/C Kadıköy / ist.;40,9678383;29,066076;AB;67,0005;63,4605;R3-C;;hanibimeyhane;var;https://maps.google.com/?cid=13498929843924492798
703693;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010373Aİ;S3;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;;;100-199;;;;;;;SRA TURİZM GIDA INS. SAN. TIC. LTD. STI.;PABLO;Modern Pub & Bistro;Caferağa Mahallesi Pavlonya Sokak No 25/8 Kadıköy İstanbul;40,9896068;29,0261952;AB;66,944;64,5423;D3-C;;pablopub.kadikoy;var;https://maps.google.com/?cid=4282433026629364372
848042;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34286764Aİ;S3;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;RENKSİZ BAR EĞL. TUR. GIDA VE TAŞ.TİC.LTD.ŞTİ.;İLK VAPUR;Modern Pub & Bistro;CAFERAĞA MH. GÜNEŞLİBAHÇE SOK. NO:54/A KADIKOY ISTANBUL;40,9885516;29,0236141;C;66,9152;65,2391;D3-C;;;var;https://maps.google.com/?cid=14126799251352192305
433325;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34283083Aİ;S3;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;DÖNENCE TURİZM VE MÜZİK ORG. TİC. LTD.;TEACHERS;Modern Pub & Bistro;KADİFE Sk. 1/2 CAFERAĞA Kadıköy / İSTANBUL;40,9872453;29,0270336;C;66,8877;64,8138;D3-C;;teacherspub;var;https://maps.google.com/?cid=2624662591285300759
433662;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34284990Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R3;;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;BEĞOĞLU TURİZM GIDA İNŞ.VE DIŞ TİC.LTD.ŞTİ.;ALİBABA BALIK;Balık;Caferağa Mah. Serasker Cd. No:13 Kadıköy/İstanbul;40,9902716;29,0248479;C;66,8765;64,619;R3-C;;alibabarestaurantkadikoy;var;https://maps.google.com/?cid=16495512878429016168
1000025433;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288398Aİ;S3;D2;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D2;;;Etkinlik Yok;0-499 TL;200-399;Orta;;;;;;VAYDEM GIDA İNŞ.TURZ.SAN.TİC.LTD.ŞTİ.;FİL ACIBADEM;Modern Pub & Bistro;;41,0027664;29,0437819;AB;66,8752;76,7717;D2-C;;filacibadem;var;https://maps.google.com/?cid=1820530138329230056
711210;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010532Aİ;S2;D2;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;500-999 TL;0-99;Yüksek;;;;;;DİBAN TUR. GIDA VE SAN. TİC. LTD. ŞTİ;ZURICH BAR;Modern Pub & Bistro;CAFERAĞA MAHALLESİ SAKIZGÜLÜ SOKAK KARACA APT. NO9/A KADIKÖY İSTANBUL ;40,98769480;29,02574940;AB;66,8182;65,6727;D3-C;;zurich.pub;var;https://maps.app.goo.gl/N3wCx6kufmAdvkNL7
898115;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34286317Aİ;S3;D2;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;WİZARD PUB;WİZARD PUB;Modern Pub & Bistro;CAFERAĞA MAH.SAKIZGÜLÜ SOK. NO:19/1 KADIKOY ISTANBUL;40,9876354;29,0265625;C;66,7782;64,626;D3-C;;wizardpub;var;https://maps.google.com/?cid=5549861267451989784
434239;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285676Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;ALFA AYDINLATMA VE GIDA LTD.ŞTİ.;KHALKEDON RAKI BALIKEVİ;Balık;;40,9894596;29,024534;AB;66,7458;90,5172;R1-C;;khalkedonrakibalik;var;https://maps.google.com/?cid=9808357860707321085
875940;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34286665Aİ;S3;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;ZAHTER CAFE BAR- SEDA SİPAHİ;ZAHTER CAFE BAR;Modern Pub & Bistro;OSMANAĞA MAH. ZİYABEY SOK NO:11  KADIKOY ISTANBUL;40,989075;29,028056;C;66,7429;64,1317;D3-C;;zahter_pub;var;https://maps.google.com/?cid=3501364147043029685
1000010699;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289549Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R3;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;ADACI TURİZM LTD.ŞTİ.;PAVLONYA MEYHANESİ;Geleneksel Meyhane;CAFERAĞA MH PAVLONYA SK NO 24/B;40,9896027;29,0260988;AB;66,7399;65,2542;R3-C;;pavlonya;var;https://maps.google.com/?cid=12626946240504517145
705334;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010410Aİ;S3;D2;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;;;100-199;;;;;;;MARLA GIDA TURİZM İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ;THE DOORS;Modern Pub & Bistro;Caferağa mahallesi Arayıcıbaşı Sokak No:9 A/1 KADKÖY İSTANBUL;40,98802620;29,02708410;AB;66,7314;65,0202;D3-C;;;var;https://maps.app.goo.gl/VWYvQHeJFSbhHTeA9
907324;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288231Aİ;S5;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;FIL GIDA REKLAM INSAAT PAZARLAMA SAN.VETIC.LTD.STI - FİL PUB;FİL PUB;Modern Pub & Bistro;CAFERAĞA MAH.SAKIZGÜLÜ SOK.81/B MODA KADIKÖY KADIKOY ISTANBUL;40,98760600;29,02594700;AB;66,7178;63,7613;D3-C;;elefantepub;var;https://maps.app.goo.gl/BXTSVw1jaDoxqJBE9
862533;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285822Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;BENUSEN GIDA RESTAURANT SAN. VE TIC.LTD.STI;BENUSEN RESTAURANT;Geleneksel Meyhane;CAFERAĞA MH. NEŞET ÖMER SK. NO.18/1-2 KADIKOY ISTANBUL;40,9895483;29,0224171;AB;66,7103;91,0489;R1-C;;benusenmeyhane;var;https://maps.google.com/?cid=11490494218398273779
933101;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288653Aİ;S3;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;YENI AKDENIZ TURIZM GIDA SANAYI VE TICARET LTD. STI. - YENİ AKDENİZ TURİZM GIDA SANAYİ VE TİC.LTD.ŞTİ;YENİ AKDENİZ;Modern Pub & Bistro;CAFERAĞA MAH NEŞET ÖMER SK NO 19/C-1 KADIKOY ISTANBUL;40,9890862;29,0224672;AB;66,6525;65,1042;D3-C;;akdeniz.cafe;var;https://maps.google.com/?cid=711022290583888647
955709;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34392742Aİ;S2;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R2;;Etkinlik Yok;500-999 TL;0-99;Orta;;;;;;KARACA BALIK EVİ;KARACA BALIK EVİ;Balık;MUSTAFA KEMAL MH 3004 CD NO:11/C ATASEHIR ISTANBUL;40,9979056;29,0901331;C;66,6484;76,3489;R2-C;;salih.yilmaz.313;var;https://maps.google.com/?cid=17162773627801997304
433239;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34280877Aİ;S2;D4;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;;R2;;Etkinlik Yok;1.000 -1.999 TL;100-199;Yüksek;;;;;;EVİM OCAKBAŞI;EVİM OCAKBAŞI;Kebap;İSKELE Cad. YAZMACI TAHİR Sk. 2/1 Kadıköy / İSTANBUL;40,9531671;29,0951489;C;66,648;76,7811;R2-C;;evimocakbasi;var;https://maps.google.com/?cid=6611232294308940979
954343;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34392403Aİ;S2;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R3;;Etkinlik Yok;0-499 TL;200-399;Orta;;;;;;GÖZDE KANAT;GÖZDE KANAT;Kebap;AŞIK VEYSEL MH.3001 CD.NO:92/B ATASEHIR ISTANBUL;41,0042782;29,0935024;C;66,6425;65,5687;R3-C;;kanat_gozde;var;https://maps.google.com/?cid=13486725389663063432
832622;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285488Aİ;S3;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;0-499 TL;0-99;Yüksek;;;;;;ESKİ BAR LOKANTA İŞLETMECİLİĞİ;NEVA MEYHANE;Geleneksel Meyhane;CAFER AGA MAH MÜHÜRDAR CAD DUMLU PINAR SOKAK NO 27/A  KADIKOY ISTANBUL;40,9891556;29,0239592;C;66,6327;64,6664;R3-C;;neva_kadikoy;var;https://maps.google.com/?cid=9103693260104403499
433336;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34284379Aİ;S3;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;;;Etkinlik Var;500-999 TL;100-199;Yüksek;;;;;;KARİN TURİZM PRODÜKSİYON REKLAMCILIK VE ORGANİZASYON TİC.LTD.ŞTİ.;FLU PUB;Modern Pub & Bistro;KADİFE Sk. 35 CAFERAĞA Kadıköy / İSTANBUL;40,9860565;29,0264257;C;66,6139;62,9557;D3-C;;punchkadikoy;var;https://maps.google.com/?cid=6339467236282218602
874217;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286334Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;2.000+ TL;100-199;Yüksek;;;;;;ERTUĞRUL GÜÇLÜER- BADEM ET OCAKBAŞI;PARK OCAKBAŞI;Kebap;KOŞUYOLU MAH.MUHİTTİNÜSTÜNDAĞ CAD.ALİNAZİME SK.NO.6 KADIKOY ISTANBUL;41,008951;29,039358;AB;66,6112;64,1774;R3-B;;bademetocakbasi;var;https://www.google.com/maps/place/Adana+Park+Ocakba%C5%9F%C4%B1+Bekir+Usta/@41.008951,29.039358,20z/data=!4m17!1m10!3m9!1s0x14cab93b1f930093:0x673095a1b3a99348!2sAdana+Park+Ocakba%C5%9F%C4%B1+Bekir+Usta!8m2!3d41.008951!4d29.039358!10e5!14m1!1BCgIYIg!16s%2Fg%2F11rpm0hckg!3m5!1s0x14cab93b1f930093:0x673095a1b3a99348!8m2!3d41.008951!4d29.039358!16s%2Fg%2F11rpm0hckg?entry=ttu
896134;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34286020Aİ;S3;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;HAKAN ŞERBETÇİ;SAKLI BAHÇE;Modern Pub & Bistro;CAFERAĞA MAH GÜNEŞLİBAHÇE SOKAK NO 47/1-A KADIKOY ISTANBUL;40,9887471;29,0240439;C;66,608;64,7049;D3-C;;kupsaklibahcerest;var;https://maps.google.com/?cid=12437810542875486701
885698;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34287978Aİ;S3;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;500-999 TL;0-99;Yüksek;;;;;;SÜLEYMAN AKBAYIR-PEHLİVAN RESTAURANT;PEHLİVAN RESTAURANT;Geleneksel Meyhane;RASİMPAŞA MAH.RECAİZADE SOK. NO: 5/A/1    KADIKOY ISTANBUL;40,99402800;29,02557300;C;66,5461;64,2445;R3-C;INSTAGRAM BULUNAMADI;;var;https://maps.app.goo.gl/bD7HKmNuczYrDzcZ8
434087;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34285181Aİ;S3;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;100-199;Orta;;;;;;ALBATROS SANAT TURİZM TİC. LTD. ŞTİ.;ÇİNİLİ CAFE;Modern Pub & Bistro;CAFERAĞA MAH. DUMLUPINAR S. NO:10 KADIKÖY İSTANBUL;40,9887916;29,0245441;C;66,5239;64,1289;D3-C;;cafecinili;var;https://maps.google.com/?cid=4550599574729691870
1000020289;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289415Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R2;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;ASIRLIK BALIK KEBAP GIDA İŞL.LTD.ŞTİ.;ASIRLIK KEBAP;Kebap;CAFERAĞA MH GÜNEŞLİBAHÇE SK NO 45 A/1;40,9892449;29,0243389;AB;66,5172;75,9117;R2-C;INSTAGRAM BULUNAMADI;;var;https://maps.google.com/?cid=14912085647777513286
